"id","year","major_head","estimate_type","major_category","minor_category","sub_category","amount"
1885,"2023-2024","037","Revised","Customs","Import Duties","Basic Duties (including through Debit of Scrips) ",166965.0
1886,"2023-2024","037","Revised","Customs","Import Duties","Basic Duties (including through Debit of Scrips) Other than debits of Scrips",142280.85
1887,"2023-2024","037","Revised","Customs","Import Duties","Basic Duties (including through Debit of Scrips) Through Debit in Ledger due to various scrip based schemes",24684.15
1888,"2023-2024","037","Revised","Customs","Import Duties","Additional Duty on Customs(CVD) ",0.0
1889,"2023-2024","037","Revised","Customs","Import Duties","National Calamity Contingent Duty ",900.0
1890,"2023-2024","037","Revised","Customs","Import Duties","Primary Education Cess ",0.0
1891,"2023-2024","037","Revised","Customs","Import Duties","Secondary and Higher Education Cess ",0.0
1892,"2023-2024","037","Revised","Customs","Import Duties","Social Welfare Surcharge ",15200.0
1893,"2023-2024","037","Revised","Customs","Import Duties","Health Cess ",30.0
1894,"2023-2024","037","Revised","Customs","Import Duties","Agriculture Infrastructure and Development Cess (AIDC) ",26610.0
1895,"2023-2024","037","Revised","Customs","Export Duty","Agriculture Infrastructure and Development Cess (AIDC) ",15.0
1896,"2023-2024","037","Revised","Customs","Cesses on Exports","Agriculture Infrastructure and Development Cess (AIDC) ",1560.0
1897,"2023-2024","037","Revised","Customs","Other Receipts","Agriculture Infrastructure and Development Cess (AIDC) ",3640.0
1898,"2023-2024","037","Revised","Customs","Sale of Gold by Public Auction","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1899,"2023-2024","037","Revised","Customs","Sale Proceeds of Confiscated Goods","Agriculture Infrastructure and Development Cess (AIDC) ",2710.0
1900,"2023-2024","037","Revised","Customs","Customs Duty on Gold","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1901,"2023-2024","037","Revised","Customs","Receipt of advance payment of Assesses","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1902,"2023-2024","037","Revised","Customs","Safeguard Duty","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1903,"2023-2024","037","Revised","Customs","Road and Infrastructure Cess","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1904,"2023-2024","037","Revised","Customs","Anti-dumping Duty","Agriculture Infrastructure and Development Cess (AIDC) ",1050.0
1905,"2023-2024","038","Revised","Union Excise Duties","Basic Excise Duties","Agriculture Infrastructure and Development Cess (AIDC) ",34600.0
1906,"2023-2024","038","Revised","Union Excise Duties","Additional Duty of Excise on Motor Spirit","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1907,"2023-2024","038","Revised","Union Excise Duties","Additional Duty of Excise on High Speed Diesel Oil","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1908,"2023-2024","038","Revised","Union Excise Duties","National Calamity Contingent Duty","Agriculture Infrastructure and Development Cess (AIDC) ",7900.0
1909,"2023-2024","038","Revised","Union Excise Duties","Special Additional Excise Duties","Agriculture Infrastructure and Development Cess (AIDC) ",145000.0
1910,"2023-2024","038","Revised","Union Excise Duties","Special Additional Duty of Excise on Tobacco Products","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
1911,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Primary Education Cess ",0.0
1912,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Secondary & Higher Education Cess ",0.0
1913,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Cess on Crude Oil ",18500.0
1914,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Cess on Bidi ",0.0
1915,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Cess on Sugar ",0.0
1916,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Cess on Automobiles ",0.0
1917,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Others ",0.0
1918,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Clean Environment Cess ",0.0
1919,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Infrastructure Cess ",0.0
1920,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Duty of Excise on Motor Spirit and High Speed Diesel Oil (Road and Infrastructure Cess) ",44300.0
1921,"2023-2024","038","Revised","Union Excise Duties","Cesses administrated by Department of Revenue","Agriculture Infrastructure and Development Cess (AIDC) ",53300.0
1922,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Rubber ",0.0
1923,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Jute ",0.0
1924,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Tea ",0.0
1925,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Oil and Oil Seeds ",0.0
1926,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Cotton ",0.0
1927,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Tobacco ",0.0
1928,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Paper ",0.0
1929,"2023-2024","038","Revised","Union Excise Duties","Cesses administered by Other Departments","Salt ",0.0
1930,"2023-2024","038","Revised","Union Excise Duties","Auxiliary Duties of Excise","Salt ",0.0
1931,"2023-2024","038","Revised","Union Excise Duties","Special Excise Duties","Salt ",0.0
1932,"2023-2024","038","Revised","Union Excise Duties","Excise Duty on generation of Power","Salt ",0.0
1933,"2023-2024","038","Revised","Union Excise Duties","Additional Excise Duty on Textile and Textile Articles","Salt ",0.0
1934,"2023-2024","038","Revised","Union Excise Duties","Additional Duty of Excise on Mineral Product","Salt ",0.0
1935,"2023-2024","038","Revised","Union Excise Duties","Additional Excise Duties in lieu of Sales Tax","Salt ",0.0
1936,"2023-2024","038","Revised","Union Excise Duties","Additional Excise Duties on TV Sets","Salt ",0.0
1937,"2023-2024","038","Revised","Union Excise Duties","Other Duties","Salt ",0.0
1938,"2023-2024","038","Revised","Union Excise Duties","Sale of Confiscated Goods","Salt ",0.0
1939,"2023-2024","038","Revised","Union Excise Duties","Miscellaneous Receipts","Salt ",0.0
1940,"2023-2024","044","Revised","Service Tax","Collections","Salt ",500.0
1941,"2023-2024","044","Revised","Service Tax","Primary Education Cess","Salt ",0.0
1942,"2023-2024","044","Revised","Service Tax","Secondary & Higher Education Cess","Salt ",0.0
1943,"2023-2024","044","Revised","Service Tax","Swachh Bharat Cess","Salt ",0.0
1944,"2023-2024","044","Revised","Service Tax","Krishi Kalyan Cess","Salt ",0.0
1945,"2023-2024","044","Revised","Service Tax","Other Receipts","Salt ",0.0
1946,"2023-2024","005","Revised","Goods and Services Tax (GST)","Central Goods and Services Tax (CGST)","Salt ",811600.0
1947,"2023-2024","008","Revised","Goods and Services Tax (GST)","Integrated Goods and Services Tax (IGST)","Salt ",0.0
1948,"2023-2024","009","Revised","Goods and Services Tax (GST)","GST Compensation Cess","Salt ",145000.0
1949,"2023-2024","040","Revised","Other Taxes and Duties on Commodities and Services","Taxes on Sale, Trade etc.","Salt ",0.0
1950,"2023-2024","045","Revised","Other Taxes and Duties on Commodities and Services","Other Taxes","Salt ",4500.0
1951,"2023-2024","710","Revised","Taxes of Union Territories","Land Revenue","Salt ",25.44
1952,"2023-2024","710","Revised","Taxes of Union Territories","Stamps and Registration","Salt ",393.9
1953,"2023-2024","710","Revised","Taxes of Union Territories","State Excise Duties","Salt ",1640.0
1954,"2023-2024","710","Revised","Taxes of Union Territories","Sales Tax","Salt ",1532.0
1955,"2023-2024","710","Revised","Taxes of Union Territories","Taxes on Vehicles","Salt ",364.0
1956,"2023-2024","710","Revised","Taxes of Union Territories","Taxes on goods and passengers","Salt ",13.9
1957,"2023-2024","710","Revised","Taxes of Union Territories","Taxes and Duties on Electricity","Salt ",27.0
1958,"2023-2024","710","Revised","Taxes of Union Territories","Other Taxes and Duties","Salt ",5.1
1959,"2023-2024","007","Revised","Taxes of Union Territories","Union Territories  Goods and Services Tax (UTGST)","Salt ",4330.0
1960,"2023-2024","037","Revised","Less-NCCD transferred to the National Disaster Response Fund","NCCD (Customs)","Salt ",-900.0
1961,"2023-2024","038","Revised","Less-NCCD transferred to the National Disaster Response Fund","NCCD (Union Excise)","Salt ",-7900.0
1962,"2023-2024","030","Revised","Taxes on Property Capital and other Transactions","Stamps Duty and Registration Fees","Stamps Duty Judicial - Court Fees released in Stamps ",0.0
1963,"2024-2025","020","Budget","Corporation Tax","Collections","None",935830.0
1964,"2024-2025","020","Budget","Corporation Tax","Surcharge","None",67000.0
1965,"2024-2025","020","Budget","Corporation Tax","Health and Education Cess","None",40000.0
1966,"2024-2025","020","Budget","Corporation Tax","Penalties","None",0.0
1967,"2024-2025","020","Budget","Corporation Tax","Interest Recoveries","None",0.0
1968,"2024-2025","020","Budget","Corporation Tax","Tax on Discounted Profits of Domestic Companies","None",0.0
1969,"2024-2025","020","Budget","Corporation Tax","Tax on Distributed Income to Unit Holders","None",0.0
1970,"2024-2025","020","Budget","Corporation Tax","Miscellaneous Receipts","None",0.0
1971,"2024-2025","021","Budget","Taxes on Income","Collections","None",1004000.0
1972,"2024-2025","021","Budget","Taxes on Income","Surcharge","None",73000.0
1973,"2024-2025","021","Budget","Taxes on Income","Health and Education Cess","None",43000.0
1974,"2024-2025","021","Budget","Taxes on Income","Penalties","None",0.0
1975,"2024-2025","021","Budget","Taxes on Income","Interest Recoveries","None",0.0
1976,"2024-2025","021","Budget","Taxes on Income","Tax Under Black Money","None",0.0
1977,"2024-2025","021","Budget","Taxes on Income","Miscellaneous Receipts","None",0.0
1978,"2024-2025","034","Budget","Taxes on Income","Security Transaction Tax","None",36000.0
1979,"2024-2025","023","Budget","Taxes on Income","Hotel Receipts Tax","None",0.0
1980,"2024-2025","024","Budget","Taxes on Income","Interest Tax","None",0.0
1981,"2024-2025","026","Budget","Taxes on Income","Fringe Benefit Tax","None",0.0
1982,"2024-2025","028","Budget","Taxes on Income","Other Taxes on Income and Expenditure","Expenditure Tax ",0.0
1983,"2024-2025","028","Budget","Taxes on Income","Other Taxes on Income and Expenditure","Income Declaration Scheme, 2016 ",0.0
1984,"2024-2025","028","Budget","Taxes on Income","Other Taxes on Income and Expenditure","Other Receipts ",0.0
1985,"2024-2025","028","Budget","Taxes on Income","Krishi Kalyan Cess","Other Receipts ",0.0
1986,"2024-2025","028","Budget","Taxes on Income","Taxation and Investment Regime for PM Garib Kalyan Yojana 2016","Other Receipts ",0.0
1987,"2024-2025","031","Budget","Wealth Tax","Estate Duty","Other Receipts ",0.0
1988,"2024-2025","032","Budget","Wealth Tax","Taxes on Wealth","Other Receipts ",0.0
1989,"2024-2025","036","Budget","Commodity Transaction Tax","Collections under Commodity Transaction Tax","Other Receipts ",0.0
1990,"2024-2025","036","Budget","Commodity Transaction Tax","Gold Monetization Scheme","Other Receipts ",0.0
1991,"2024-2025","037","Budget","Customs","Import Duties","Basic Duties (including through Debit of Scrips) ",182040.0
1992,"2024-2025","037","Budget","Customs","Import Duties","Basic Duties (including through Debit of Scrips) Other than debits of Scrips",143803.29
1993,"2024-2025","037","Budget","Customs","Import Duties","Basic Duties (including through Debit of Scrips) Through Debit in Ledger due to various scrip based schemes",38236.71
1994,"2024-2025","037","Budget","Customs","Import Duties","Additional Duty on Customs(CVD) ",0.0
1995,"2024-2025","037","Budget","Customs","Import Duties","National Calamity Contingent Duty ",940.0
1996,"2024-2025","037","Budget","Customs","Import Duties","Primary Education Cess ",0.0
1997,"2024-2025","037","Budget","Customs","Import Duties","Secondary and Higher Education Cess ",0.0
1998,"2024-2025","037","Budget","Customs","Import Duties","Social Welfare Surcharge ",15360.0
1999,"2024-2025","037","Budget","Customs","Import Duties","Health Cess ",30.0
2000,"2024-2025","037","Budget","Customs","Import Duties","Agriculture Infrastructure and Development Cess (AIDC) ",26890.0
2001,"2024-2025","037","Budget","Customs","Export Duty","Agriculture Infrastructure and Development Cess (AIDC) ",50.0
2002,"2024-2025","037","Budget","Customs","Cesses on Exports","Agriculture Infrastructure and Development Cess (AIDC) ",2000.0
2003,"2024-2025","037","Budget","Customs","Other Receipts","Agriculture Infrastructure and Development Cess (AIDC) ",4000.0
2004,"2024-2025","037","Budget","Customs","Sale of Gold by Public Auction","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
2005,"2024-2025","037","Budget","Customs","Sale Proceeds of Confiscated Goods","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
2006,"2024-2025","037","Budget","Customs","Customs Duty on Gold","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
2007,"2024-2025","037","Budget","Customs","Receipt of advance payment of Assesses","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
2008,"2024-2025","037","Budget","Customs","Safeguard Duty","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
2009,"2024-2025","037","Budget","Customs","Road and Infrastructure Cess","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
2010,"2024-2025","037","Budget","Customs","Anti-dumping Duty","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
2011,"2024-2025","038","Budget","Union Excise Duties","Basic Excise Duties","Agriculture Infrastructure and Development Cess (AIDC) ",36300.0
2012,"2024-2025","038","Budget","Union Excise Duties","Additional Duty of Excise on Motor Spirit","Agriculture Infrastructure and Development Cess (AIDC) ",0.0
